"date_sample","sample_source","sample_id","analyte","value_qualifier","analyte_value","value_units","source_description"
"2022-06-24","171 SYS","W1504779","Fluoride","","0.307","MG/L","6541 Broadway"
"2022-06-25","208A SYS","W1498628","Fluoride","","0.478","MG/L","Across from 6236 Wenrich"
"2022-06-26","50A SYS","W1498633","Fluoride","","0.321","MG/L","2693 Melbourne Dr."
"2022-06-27","304 SYS","W1504854","Fluoride","","0.659","MG/L","14462 Garden Trail"
"2022-06-28","229 SYS","W1504958","Fluoride","","0.684","MG/L","Carmel Park Dr/Del Mar Glen @ Public School"
"2022-06-28","OT COMB FILTER","W1505098","pH","","7.69","PH","OT FP Filter Combined Filter Effluent"
"2022-06-28","OT COMB FILTER","W1505098","Total THMs","","8.14","UG/L","OT FP Filter Combined Filter Effluent"
"2022-06-28","OT FILTER 1-8","W1505096","pH","","7.54","PH","OT FP Filters 1-8"
"2022-06-28","OT FILTER 1-8","W1505096","Total THMs","","7.81","UG/L","OT FP Filters 1-8"
"2022-06-28","OT FILTER 9-16","W1505097","pH","","7.47","PH","OT FP Filters  9-16"
"2022-06-28","OT FILTER 9-16","W1505097","Total THMs","","7.82","UG/L","OT FP Filters  9-16"
"2022-06-28","OT SETTLED","W1505095","pH","","7.68","PH","OT FP Settled"
"2022-06-28","OT SETTLED","W1505095","Total THMs","","8.99","UG/L","OT FP Settled"
"2022-06-29","119 SYS","W1505150","pH","","8.07","PH","Lower Otay Recreation"
"2022-06-29","206 SYS","W1505102","Fluoride","","0.308","MG/L","1055 Catalina Blvd @ Fire Station Sample Stanchion"
"2022-06-30","277A SYS","W1505155","Fluoride","","0.562","MG/L"," 12241 Camino Del Sur"
"2022-07-01","205 SYS","W1505218","Fluoride","","0.532","MG/L","close to 1856 Manzana Way; Sample Stanchion"
"2022-07-02","155 SYS","W1505802","Fluoride","","0.479","MG/L","Adams & Marlborough"
"2022-07-03","249A SYS","W1505654","Fluoride","","0.57","MG/L","6429 Glidden St.; Sample Stanchion"
"2022-07-04","242 SYS","W1505807","Fluoride","","0.3779999999999999","MG/L","7260 Barker Way"
"2022-07-05","131 SYS","W1507024","Fluoride","","0.5670000000000001","MG/L","E Park Ave/San Ysidro Blvd;Sample Stanchion"
"2022-07-05","284 SYS","W1507023","Chlorate","","229.5","UG/L","Ocean View Hills Pkwy and Sea Drift Way"
"2022-07-05","284 SYS","W1507023","Chlorite","","260.5","UG/L","Ocean View Hills Pkwy and Sea Drift Way"
"2022-07-05","OT COMB FILTER","W1505799","pH","","7.86","PH","OT FP Filter Combined Filter Effluent"
"2022-07-05","OT COMB FILTER","W1505799","Total THMs","","28.3","UG/L","OT FP Filter Combined Filter Effluent"
"2022-07-05","OT FILTER 1-8","W1505797","pH","","7.8","PH","OT FP Filters 1-8"
"2022-07-05","OT FILTER 1-8","W1505797","Total THMs","","12.7","UG/L","OT FP Filters 1-8"
"2022-07-05","OT FILTER 9-16","W1505798","pH","","7.87","PH","OT FP Filters  9-16"
"2022-07-05","OT FILTER 9-16","W1505798","Total THMs","","13.5","UG/L","OT FP Filters  9-16"
"2022-07-05","OT SETTLED","W1505796","pH","","7.91","PH","OT FP Settled"
"2022-07-05","OT SETTLED","W1505796","Total THMs","","15.7","UG/L","OT FP Settled"
"2022-07-06","119 SYS","W1507113","pH","","8.06","PH","Lower Otay Recreation"
"2022-07-06","49A SYS","W1507079","Fluoride","","0.504","MG/L","John J. Hopkins Dr. & General Atomic"
"2022-07-07","184 SYS","W1507130","Fluoride","","0.471","MG/L","12170 Springhurst Dr."
"2022-07-07","300 SYS","W1507159","Chlorate","","243.0","UG/L","5368 Topsail Drive"
"2022-07-07","300 SYS","W1507159","Chlorite","","246.0","UG/L","5368 Topsail Drive"
"2022-07-08","78A SYS","W1507201","Fluoride","","0.67","MG/L","6200 Calle Mariselda"
"2022-07-09","281 SYS","W1505816","Fluoride","","0.6409999999999999","MG/L","6831 Monte Verde Dr"
"2022-07-10","150 SYS","W1505821","Fluoride","","0.636","MG/L","Acorn St & 62nd St @ Fire Station"
"2022-07-11","259 SYS","W1507260","Fluoride","","0.627","MG/L","3945 Alameda Dr; Sample Box"
"2022-07-12","138A SYS","W1507422","Fluoride","","0.605","MG/L","4202 N. Harbor Drive; Sample Stanchion"
"2022-07-12","OT COMB FILTER","W1507537","pH","","7.82","PH","OT FP Filter Combined Filter Effluent"
"2022-07-12","OT COMB FILTER","W1507537","Total THMs","","13.6","UG/L","OT FP Filter Combined Filter Effluent"
"2022-07-12","OT FILTER 1-8","W1507535","pH","","7.93","PH","OT FP Filters 1-8"
"2022-07-12","OT FILTER 1-8","W1507535","Total THMs","","13.1","UG/L","OT FP Filters 1-8"
"2022-07-12","OT FILTER 9-16","W1507536","pH","","7.87","PH","OT FP Filters  9-16"
"2022-07-12","OT FILTER 9-16","W1507536","Total THMs","","14.1","UG/L","OT FP Filters  9-16"
"2022-07-12","OT SETTLED","W1507534","pH","","8.04","PH","OT FP Settled"
"2022-07-12","OT SETTLED","W1507534","Total THMs","","16.2","UG/L","OT FP Settled"
"2022-07-13","119 SYS","W1507590","pH","","8.19","PH","Lower Otay Recreation"
"2022-07-13","218 SYS","W1507556","Fluoride","","0.622","MG/L","2110 Via Casa Alta @ Fire Station"
"2022-07-14","284 SYS","W1507632","Fluoride","","0.57","MG/L","Ocean View Hills Pkwy and Sea Drift Way"
"2022-07-15","173 SYS","W1507670","Fluoride","","0.607","MG/L","Rancho Hills & Reo Dr @ Library/Sample Stanchion"
"2022-07-16","55A SYS","W1505826","Fluoride","","0.602","MG/L","5183 Arvinels Ave."
"2022-07-17","174 SYS","W1505831","Fluoride","","0.642","MG/L","3250 Camino Del Rio North; Sample Stanchion"
"2022-07-18","313 SYS","W1508103","Fluoride","","0.725","MG/L","11602 Calle Paracho"
"2022-07-19","284 SYS","W1508267","Chlorate","","293.0","UG/L","Ocean View Hills Pkwy and Sea Drift Way"
"2022-07-19","284 SYS","W1508267","Chlorite","","217.0","UG/L","Ocean View Hills Pkwy and Sea Drift Way"
"2022-07-19","OT COMB FILTER","W1508354","pH","","7.81","PH","OT FP Filter Combined Filter Effluent"
"2022-07-19","OT COMB FILTER","W1508354","Total THMs","","10.1","UG/L","OT FP Filter Combined Filter Effluent"
"2022-07-19","OT FILTER 1-8","W1508352","pH","","7.98","PH","OT FP Filters 1-8"
"2022-07-19","OT FILTER 1-8","W1508352","Total THMs","","9.54","UG/L","OT FP Filters 1-8"
"2022-07-19","OT FILTER 9-16","W1508353","pH","","7.89","PH","OT FP Filters  9-16"
"2022-07-19","OT FILTER 9-16","W1508353","Total THMs","","10.1","UG/L","OT FP Filters  9-16"
"2022-07-19","OT SETTLED","W1508351","pH","","7.75","PH","OT FP Settled"
"2022-07-19","OT SETTLED","W1508351","Total THMs","","11.6","UG/L","OT FP Settled"
"2022-07-20","119 SYS","W1508484","pH","","8.21","PH","Lower Otay Recreation"
"2022-07-21","204A SYS","W1508517","Chlorate","","309.0","UG/L","2787 Alta View Drive"
"2022-07-21","204A SYS","W1508517","Chlorite","","205.0","UG/L","2787 Alta View Drive"
"2022-07-21","300 SYS","W1508516","Chlorate","","304.0","UG/L","5368 Topsail Drive"
"2022-07-21","300 SYS","W1508516","Chlorite","","192.0","UG/L","5368 Topsail Drive"
"2022-07-22","171 SYS","W1508554","Fluoride","","0.653","MG/L","6541 Broadway"
"2022-07-23","208A SYS","W1505836","Fluoride","","0.653","MG/L","Across from 6236 Wenrich"
"2022-07-24","50A SYS","W1505841","Fluoride","","0.614","MG/L","2693 Melbourne Dr."
"2022-07-25","304 SYS","W1509652","Fluoride","","0.64","MG/L","14462 Garden Trail"
"2022-07-26","229 SYS","W1509770","Fluoride","","0.635","MG/L","Carmel Park Dr/Del Mar Glen @ Public School"
"2022-07-26","OT COMB FILTER","W1509910","pH","","7.75","PH","OT FP Filter Combined Filter Effluent"
"2022-07-26","OT COMB FILTER","W1509910","Total THMs","","10.2","UG/L","OT FP Filter Combined Filter Effluent"
"2022-07-26","OT FILTER 1-8","W1509908","pH","","7.71","PH","OT FP Filters 1-8"
"2022-07-26","OT FILTER 1-8","W1509908","Total THMs","","9.95","UG/L","OT FP Filters 1-8"
"2022-07-26","OT FILTER 9-16","W1509909","pH","","7.7","PH","OT FP Filters  9-16"
"2022-07-26","OT FILTER 9-16","W1509909","Total THMs","","9.44","UG/L","OT FP Filters  9-16"
"2022-07-26","OT SETTLED","W1509907","pH","","8.0","PH","OT FP Settled"
"2022-07-26","OT SETTLED","W1509907","Total THMs","","12.8","UG/L","OT FP Settled"
"2022-07-27","119 SYS","W1509962","pH","","8.215","PH","Lower Otay Recreation"
"2022-07-27","206 SYS","W1509928","Fluoride","","0.632","MG/L","1055 Catalina Blvd @ Fire Station Sample Stanchion"
"2022-07-28","277A SYS","W1509967","Fluoride","","0.638","MG/L"," 12241 Camino Del Sur"
"2022-07-29","205 SYS","W1510030","Fluoride","","0.562","MG/L","close to 1856 Manzana Way; Sample Stanchion"
"2022-07-30","155 SYS","W1505846","Fluoride","","0.294","MG/L","Adams & Marlborough"
"2022-07-31","242 SYS","W1505851","Fluoride","","0.3670000000000001","MG/L","7260 Barker Way"
"2022-08-01","249A SYS","W1510576","Fluoride","","0.504","MG/L","6429 Glidden St.; Sample Stanchion"
"2022-08-02","131 SYS","W1510734","Fluoride","","0.588","MG/L","E Park Ave/San Ysidro Blvd;Sample Stanchion"
"2022-08-02","284 SYS","W1510733","Chlorate","","251.5","UG/L","Ocean View Hills Pkwy and Sea Drift Way"
"2022-08-02","284 SYS","W1510733","Chlorite","","110.0","UG/L","Ocean View Hills Pkwy and Sea Drift Way"
"2022-08-02","OT COMB FILTER","W1510810","pH","","7.69","PH","OT FP Filter Combined Filter Effluent"
"2022-08-02","OT COMB FILTER","W1510810","Total THMs","","12.8","UG/L","OT FP Filter Combined Filter Effluent"
"2022-08-02","OT FILTER 1-8","W1510808","pH","","7.69","PH","OT FP Filters 1-8"
"2022-08-02","OT FILTER 1-8","W1510808","Total THMs","","12.7","UG/L","OT FP Filters 1-8"
"2022-08-02","OT FILTER 9-16","W1510809","pH","","7.68","PH","OT FP Filters  9-16"
"2022-08-02","OT FILTER 9-16","W1510809","Total THMs","","13.4","UG/L","OT FP Filters  9-16"
"2022-08-02","OT SETTLED","W1510807","pH","","7.84","PH","OT FP Settled"
"2022-08-02","OT SETTLED","W1510807","Total THMs","","17.5","UG/L","OT FP Settled"
"2022-08-03","119 SYS","W1510866","pH","","8.16","PH","Lower Otay Recreation"
"2022-08-03","49A SYS","W1510832","Fluoride","","0.6559999999999999","MG/L","John J. Hopkins Dr. & General Atomic"
"2022-08-04","184 SYS","W1510917","Fluoride","","0.649","MG/L","12170 Springhurst Dr."
"2022-08-04","300 SYS","W1510946","Chlorate","","264.0","UG/L","5368 Topsail Drive"
"2022-08-04","300 SYS","W1510946","Chlorite","","89.3","UG/L","5368 Topsail Drive"
"2022-08-05","78A SYS","W1510988","Fluoride","","0.303","MG/L","6200 Calle Mariselda"
"2022-08-06","281 SYS","W1512146","Fluoride","","0.313","MG/L","6831 Monte Verde Dr"
"2022-08-07","150 SYS","W1512151","Fluoride","","0.301","MG/L","Acorn St & 62nd St @ Fire Station"
"2022-08-08","259 SYS","W1512258","Fluoride","","0.302","MG/L","3945 Alameda Dr; Sample Box"
"2022-08-09","138A SYS","W1512425","Fluoride","","0.301","MG/L","4202 N. Harbor Drive; Sample Stanchion"
"2022-08-09","OT COMB FILTER","W1512540","pH","","7.74","PH","OT FP Filter Combined Filter Effluent"
"2022-08-09","OT COMB FILTER","W1512540","Total THMs","","10.9","UG/L","OT FP Filter Combined Filter Effluent"
"2022-08-09","OT FILTER 1-8","W1512538","pH","","7.77","PH","OT FP Filters 1-8"
"2022-08-09","OT FILTER 1-8","W1512538","Total THMs","","10.5","UG/L","OT FP Filters 1-8"
"2022-08-09","OT FILTER 9-16","W1512539","pH","","7.79","PH","OT FP Filters  9-16"
"2022-08-09","OT FILTER 9-16","W1512539","Total THMs","","11.1","UG/L","OT FP Filters  9-16"
"2022-08-09","OT SETTLED","W1512537","pH","","7.83","PH","OT FP Settled"
"2022-08-09","OT SETTLED","W1512537","Total THMs","","13.2","UG/L","OT FP Settled"
"2022-08-10","119 SYS","W1512593","pH","","7.995","PH","Lower Otay Recreation"
"2022-08-10","218 SYS","W1512559","Fluoride","","0.597","MG/L","2110 Via Casa Alta @ Fire Station"
"2022-08-11","284 SYS","W1512635","Fluoride","","0.613","MG/L","Ocean View Hills Pkwy and Sea Drift Way"
"2022-08-12","173 SYS","W1512673","Fluoride","","0.613","MG/L","Rancho Hills & Reo Dr @ Library/Sample Stanchion"
"2022-08-13","55A SYS","W1512156","Fluoride","","0.609","MG/L","5183 Arvinels Ave."
"2022-08-14","174 SYS","W1512161","Fluoride","","0.307","MG/L","3250 Camino Del Rio North; Sample Stanchion"
"2022-08-15","313 SYS","W1514567","Fluoride","","0.56","MG/L","11602 Calle Paracho"
"2022-08-16","284 SYS","W1514773","Chlorate","","216.0","UG/L","Ocean View Hills Pkwy and Sea Drift Way"
"2022-08-16","284 SYS","W1514773","Chlorite","","145.0","UG/L","Ocean View Hills Pkwy and Sea Drift Way"
"2022-08-16","67 SYS","W1514672","Fluoride","","0.359","MG/L","Pomerado Rd & Grandee Pl"
"2022-08-16","OT COMB FILTER","W1514814","pH","","8.08","PH","OT FP Filter Combined Filter Effluent"
"2022-08-16","OT COMB FILTER","W1514814","Total THMs","","13.9","UG/L","OT FP Filter Combined Filter Effluent"
"2022-08-16","OT FILTER 1-8","W1514812","pH","","7.75","PH","OT FP Filters 1-8"
"2022-08-16","OT FILTER 1-8","W1514812","Total THMs","","12.8","UG/L","OT FP Filters 1-8"
"2022-08-16","OT FILTER 9-16","W1514813","pH","","7.73","PH","OT FP Filters  9-16"
"2022-08-16","OT FILTER 9-16","W1514813","Total THMs","","14.2","UG/L","OT FP Filters  9-16"
"2022-08-16","OT SETTLED","W1514811","pH","","8.08","PH","OT FP Settled"
"2022-08-16","OT SETTLED","W1514811","Total THMs","","16.7","UG/L","OT FP Settled"
"2022-08-17","119 SYS","W1514867","pH","","8.33","PH","Lower Otay Recreation"
"2022-08-17","215 SYS","W1514833","Fluoride","","0.381","MG/L","Across from 5105 Soledad Rd."
"2022-08-18","204A SYS","W1514967","Chlorate","","225.0","UG/L","2787 Alta View Drive"
"2022-08-18","204A SYS","W1514967","Chlorite","","181.0","UG/L","2787 Alta View Drive"
"2022-08-18","251 SYS","W1514939","Fluoride","","0.315","MG/L","5840 Ravenswood Rd."
"2022-08-18","300 SYS","W1514991","Chlorate","","239.0","UG/L","5368 Topsail Drive"
"2022-08-18","300 SYS","W1514991","Chlorite","","83.3","UG/L","5368 Topsail Drive"
"2022-08-19","171 SYS","W1515010","Fluoride","","0.2769999999999999","MG/L","6541 Broadway"
"2022-08-20","208A SYS","W1512166","Fluoride","","0.314","MG/L","Across from 6236 Wenrich"
"2022-08-21","50A SYS","W1512171","Fluoride","","0.317","MG/L","2693 Melbourne Dr."
"2022-08-22","304 SYS","W1515011","Fluoride","","0.352","MG/L","14462 Garden Trail"
"2022-08-23","229 SYS","W1515115","Fluoride","","0.3","MG/L","Carmel Park Dr/Del Mar Glen @ Public School"
"2022-08-23","OT COMB FILTER","W1515255","pH","","7.81","PH","OT FP Filter Combined Filter Effluent"
"2022-08-23","OT COMB FILTER","W1515255","Total THMs","","14.8","UG/L","OT FP Filter Combined Filter Effluent"
"2022-08-23","OT FILTER 1-8","W1515253","pH","","7.73","PH","OT FP Filters 1-8"
"2022-08-23","OT FILTER 1-8","W1515253","Total THMs","","14.8","UG/L","OT FP Filters 1-8"
"2022-08-23","OT FILTER 9-16","W1515254","pH","","7.71","PH","OT FP Filters  9-16"
"2022-08-23","OT FILTER 9-16","W1515254","Total THMs","","15.4","UG/L","OT FP Filters  9-16"
"2022-08-23","OT SETTLED","W1515252","pH","","7.91","PH","OT FP Settled"
"2022-08-23","OT SETTLED","W1515252","Total THMs","","20.5","UG/L","OT FP Settled"
"2022-08-24","119 SYS","W1515307","pH","","8.15","PH","Lower Otay Recreation"
"2022-08-24","206 SYS","W1515292","Fluoride","","0.551","MG/L","1055 Catalina Blvd @ Fire Station Sample Stanchion"
"2022-08-25","277A SYS","W1515312","Fluoride","","0.638","MG/L"," 12241 Camino Del Sur"
"2022-08-26","205 SYS","W1515397","Fluoride","","0.629","MG/L","close to 1856 Manzana Way; Sample Stanchion"
"2022-08-27","155 SYS","W1512176","Fluoride","","0.6659999999999999","MG/L","Adams & Marlborough"
"2022-08-28","242 SYS","W1512181","Fluoride","","0.627","MG/L","7260 Barker Way"
"2022-08-29","249A SYS","W1515425","Fluoride","","0.628","MG/L","6429 Glidden St.; Sample Stanchion"
"2022-08-30","131 SYS","W1515558","Fluoride","","0.6409999999999999","MG/L","E Park Ave/San Ysidro Blvd;Sample Stanchion"
"2022-08-30","OT COMB FILTER","W1515632","pH","","7.77","PH","OT FP Filter Combined Filter Effluent"
"2022-08-30","OT COMB FILTER","W1515632","Total THMs","","12.1","UG/L","OT FP Filter Combined Filter Effluent"
"2022-08-30","OT FILTER 1-8","W1515630","pH","","7.8","PH","OT FP Filters 1-8"
"2022-08-30","OT FILTER 1-8","W1515630","Total THMs","","11.9","UG/L","OT FP Filters 1-8"
"2022-08-30","OT FILTER 9-16","W1515631","pH","","8.02","PH","OT FP Filters  9-16"
"2022-08-30","OT FILTER 9-16","W1515631","Total THMs","","12.2","UG/L","OT FP Filters  9-16"
"2022-08-30","OT SETTLED","W1515629","pH","","7.72","PH","OT FP Settled"
"2022-08-30","OT SETTLED","W1515629","Total THMs","","15.9","UG/L","OT FP Settled"
"2022-08-31","119 SYS","W1515684","pH","","8.205","PH","Lower Otay Recreation"
"2022-08-31","49A SYS","W1515650","Fluoride","","0.6559999999999999","MG/L","John J. Hopkins Dr. & General Atomic"
"2022-09-01","184 SYS","W1515689","Fluoride","","0.6629999999999999","MG/L","12170 Springhurst Dr."
"2022-09-01","300 SYS","W1515736","Chlorate","","251.0","UG/L","5368 Topsail Drive"
"2022-09-01","300 SYS","W1515736","Chlorite","","166.0","UG/L","5368 Topsail Drive"
"2022-09-02","78A SYS","W1515778","Fluoride","","0.586","MG/L","6200 Calle Mariselda"
"2022-09-03","281 SYS","W1515779","Fluoride","","0.7040000000000001","MG/L","6831 Monte Verde Dr"
"2022-09-04","150 SYS","W1515784","Fluoride","","0.657","MG/L","Acorn St & 62nd St @ Fire Station"
"2022-09-05","259 SYS","W1515790","Fluoride","","0.584","MG/L","3945 Alameda Dr; Sample Box"
"2022-09-06","138A SYS","W1516833","Fluoride","","0.64","MG/L","4202 N. Harbor Drive; Sample Stanchion"
"2022-09-06","284 SYS","W1516985","Chlorate","","208.5","UG/L","Ocean View Hills Pkwy and Sea Drift Way"
"2022-09-06","284 SYS","W1516985","Chlorite","","196.0","UG/L","Ocean View Hills Pkwy and Sea Drift Way"
"2022-09-06","OT COMB FILTER","W1516976","pH","","7.87","PH","OT FP Filter Combined Filter Effluent"
"2022-09-06","OT COMB FILTER","W1516976","Total THMs","","12.8","UG/L","OT FP Filter Combined Filter Effluent"
"2022-09-06","OT FILTER 1-8","W1516974","pH","","8.22","PH","OT FP Filters 1-8"
"2022-09-06","OT FILTER 1-8","W1516974","Total THMs","","12.3","UG/L","OT FP Filters 1-8"
"2022-09-06","OT FILTER 9-16","W1516975","pH","","8.16","PH","OT FP Filters  9-16"
"2022-09-06","OT FILTER 9-16","W1516975","Total THMs","","12.8","UG/L","OT FP Filters  9-16"
"2022-09-06","OT SETTLED","W1516973","pH","","7.89","PH","OT FP Settled"
"2022-09-06","OT SETTLED","W1516973","Total THMs","","16.1","UG/L","OT FP Settled"
"2022-09-07","119 SYS","W1517040","pH","","8.285","PH","Lower Otay Recreation"
"2022-09-07","218 SYS","W1517025","Fluoride","","0.619","MG/L","2110 Via Casa Alta @ Fire Station"
"2022-09-08","284 SYS","W1517109","Fluoride","","0.613","MG/L","Ocean View Hills Pkwy and Sea Drift Way"
"2022-09-09","173 SYS","W1517151","Fluoride","","0.62","MG/L","Rancho Hills & Reo Dr @ Library/Sample Stanchion"
"2022-09-10","55A SYS","W1515794","Fluoride","","0.752","MG/L","5183 Arvinels Ave."
"2022-09-11","174 SYS","W1515799","Fluoride","","0.6409999999999999","MG/L","3250 Camino Del Rio North; Sample Stanchion"
"2022-09-12","313 SYS","W1517821","Fluoride","","0.584","MG/L","11602 Calle Paracho"
"2022-09-13","67 SYS","W1517958","Fluoride","","0.71","MG/L","Pomerado Rd & Grandee Pl"
"2022-09-13","OT COMB FILTER","W1518118","pH","","8.04","PH","OT FP Filter Combined Filter Effluent"
"2022-09-13","OT COMB FILTER","W1518118","Total THMs","","12.2","UG/L","OT FP Filter Combined Filter Effluent"
"2022-09-13","OT FILTER 1-8","W1518116","pH","","8.03","PH","OT FP Filters 1-8"
"2022-09-13","OT FILTER 1-8","W1518116","Total THMs","","11.1","UG/L","OT FP Filters 1-8"
"2022-09-13","OT FILTER 9-16","W1518117","pH","","8.04","PH","OT FP Filters  9-16"
"2022-09-13","OT FILTER 9-16","W1518117","Total THMs","","12.1","UG/L","OT FP Filters  9-16"
"2022-09-13","OT SETTLED","W1518115","pH","","7.76","PH","OT FP Settled"
"2022-09-13","OT SETTLED","W1518115","Total THMs","","15.4","UG/L","OT FP Settled"
"2022-09-14","204A SYS","W1518208","Chlorate","","224.0","UG/L","2787 Alta View Drive"
"2022-09-14","204A SYS","W1518208","Chlorite","","201.0","UG/L","2787 Alta View Drive"
"2022-09-14","215 SYS","W1518163","Fluoride","","0.657","MG/L","Across from 5105 Soledad Rd."
"2022-09-14","300 SYS","W1518353","Chlorate","","242.0","UG/L","5368 Topsail Drive"
"2022-09-14","300 SYS","W1518353","Chlorite","","176.0","UG/L","5368 Topsail Drive"
"2022-09-15","251 SYS","W1518235","Fluoride","","0.6629999999999999","MG/L","5840 Ravenswood Rd."
"2022-09-16","171 SYS","W1518292","Fluoride","","0.645","MG/L","6541 Broadway"
"2022-09-17","208A SYS","W1515804","Fluoride","","0.665","MG/L","Across from 6236 Wenrich"
"2022-09-18","50A SYS","W1515809","Fluoride","","0.609","MG/L","2693 Melbourne Dr."
"2022-09-19","304 SYS","W1518377","Fluoride","","0.478","MG/L","14462 Garden Trail"
"2022-09-20","229 SYS","W1518486","Fluoride","","0.341","MG/L","Carmel Park Dr/Del Mar Glen @ Public School"
"2022-09-20","284 SYS","W1518601","Chlorate","","204.5","UG/L","Ocean View Hills Pkwy and Sea Drift Way"
"2022-09-20","284 SYS","W1518601","Chlorite","","200.0","UG/L","Ocean View Hills Pkwy and Sea Drift Way"
"2022-09-20","OT COMB FILTER","W1518642","pH","","7.87","PH","OT FP Filter Combined Filter Effluent"
"2022-09-20","OT COMB FILTER","W1518642","Total THMs","","13.8","UG/L","OT FP Filter Combined Filter Effluent"
"2022-09-20","OT FILTER 1-8","W1518640","pH","","7.74","PH","OT FP Filters 1-8"
"2022-09-20","OT FILTER 1-8","W1518640","Total THMs","","13.2","UG/L","OT FP Filters 1-8"
"2022-09-20","OT FILTER 9-16","W1518641","pH","","7.72","PH","OT FP Filters  9-16"
"2022-09-20","OT FILTER 9-16","W1518641","Total THMs","","13.9","UG/L","OT FP Filters  9-16"
"2022-09-20","OT SETTLED","W1518639","pH","","8.07","PH","OT FP Settled"
"2022-09-20","OT SETTLED","W1518639","Total THMs","","17.3","UG/L","OT FP Settled"
"2022-09-21","119 SYS","W1519567","pH","","8.085","PH","Lower Otay Recreation"
"2022-09-21","206 SYS","W1519572","Fluoride","","0.632","MG/L","1055 Catalina Blvd @ Fire Station Sample Stanchion"
"2022-09-22","277A SYS","W1519585","Fluoride","","0.417","MG/L"," 12241 Camino Del Sur"
"2022-09-23","205 SYS","W1519654","Fluoride","","0.599","MG/L","close to 1856 Manzana Way; Sample Stanchion"
"2022-09-24","155 SYS","W1515814","Fluoride","","0.609","MG/L","Adams & Marlborough"
"2022-09-25","242 SYS","W1515819","Fluoride","","0.621","MG/L","7260 Barker Way"
"2022-09-26","249A SYS","W1519706","Fluoride","","0.772","MG/L","6429 Glidden St.; Sample Stanchion"
"2022-09-27","131 SYS","W1519869","Fluoride","","0.614","MG/L","E Park Ave/San Ysidro Blvd;Sample Stanchion"
"2022-09-27","OT COMB FILTER","W1519910","pH","","7.95","PH","OT FP Filter Combined Filter Effluent"
"2022-09-27","OT FILTER 1-8","W1519908","pH","","7.97","PH","OT FP Filters 1-8"
"2022-09-27","OT FILTER 9-16","W1519909","pH","","7.97","PH","OT FP Filters  9-16"
"2022-09-27","OT SETTLED","W1519907","pH","","7.84","PH","OT FP Settled"
"2022-09-28","119 SYS","W1519962","pH","","8.245","PH","Lower Otay Recreation"
"2022-09-28","49A SYS","W1519947","Fluoride","","0.628","MG/L","John J. Hopkins Dr. & General Atomic"
"2022-09-28","OT COMB FILTER","W1522053","pH","","7.9","PH","OT FP Filter Combined Filter Effluent"
"2022-09-28","OT COMB FILTER","W1522053","Total THMs","","12.0","UG/L","OT FP Filter Combined Filter Effluent"
"2022-09-28","OT FILTER 1-8","W1522051","pH","","7.97","PH","OT FP Filters 1-8"
"2022-09-28","OT FILTER 1-8","W1522051","Total THMs","","11.8","UG/L","OT FP Filters 1-8"
"2022-09-28","OT FILTER 9-16","W1522052","pH","","7.83","PH","OT FP Filters  9-16"
"2022-09-28","OT FILTER 9-16","W1522052","Total THMs","","12.0","UG/L","OT FP Filters  9-16"
"2022-09-28","OT SETTLED","W1522050","pH","","7.95","PH","OT FP Settled"
"2022-09-28","OT SETTLED","W1522050","Total THMs","","14.8","UG/L","OT FP Settled"
"2022-09-29","184 SYS","W1520034","Fluoride","","0.71","MG/L","12170 Springhurst Dr."
"2022-09-30","78A SYS","W1520103","Fluoride","","0.6859999999999999","MG/L","6200 Calle Mariselda"
"2022-10-01","281 SYS","W1522224","Fluoride","","0.6759999999999999","MG/L","6831 Monte Verde Dr"
"2022-10-02","150 SYS","W1522236","Fluoride","","0.6809999999999999","MG/L","Acorn St & 62nd St @ Fire Station"
"2022-10-03","259 SYS","W1522456","Fluoride","","0.742","MG/L","3945 Alameda Dr; Sample Box"
"2022-10-04","138A SYS","W1522605","Fluoride","","0.688","MG/L","4202 N. Harbor Drive; Sample Stanchion"
"2022-10-04","284 SYS","W1522650","Chlorate","","205.0","UG/L","Ocean View Hills Pkwy and Sea Drift Way"
"2022-10-04","OT COMB FILTER","W1522646","pH","","7.82","PH","OT FP Filter Combined Filter Effluent"
"2022-10-04","OT COMB FILTER","W1522646","Total THMs","","13.4","UG/L","OT FP Filter Combined Filter Effluent"
"2022-10-04","OT FILTER 1-8","W1522644","pH","","7.89","PH","OT FP Filters 1-8"
"2022-10-04","OT FILTER 1-8","W1522644","Total THMs","","13.0","UG/L","OT FP Filters 1-8"
"2022-10-04","OT FILTER 9-16","W1522645","pH","","7.93","PH","OT FP Filters  9-16"
"2022-10-04","OT FILTER 9-16","W1522645","Total THMs","","13.6","UG/L","OT FP Filters  9-16"
"2022-10-04","OT SETTLED","W1522643","pH","","7.86","PH","OT FP Settled"
"2022-10-04","OT SETTLED","W1522643","Total THMs","","18.0","UG/L","OT FP Settled"
"2022-10-05","119 SYS","W1522665","pH","","8.13","PH","Lower Otay Recreation"
"2022-10-05","218 SYS","W1522689","Fluoride","","0.665","MG/L","2110 Via Casa Alta @ Fire Station"
"2022-10-06","284 SYS","W1522864","Fluoride","","0.6709999999999999","MG/L","Ocean View Hills Pkwy and Sea Drift Way"
"2022-10-07","173 SYS","W1522930","Fluoride","","0.701","MG/L","Rancho Hills & Reo Dr @ Library/Sample Stanchion"
